account_id,account_number,customer_id,product_id,branch_id,open_date,close_date,account_status,currency,current_balance,account_type
AC04614,46287100004614,CU00481,PR008,BR008,2018-02-16,,DORMANT,INR,199821.00,FIXED_DEPOSIT
AC04615,51350500004615,CU04254,PR009,BR003,2025-10-24,,DORMANT,INR,62340.61,FIXED_DEPOSIT
AC04616,94084300004616,CU01212,PR005,BR008,2022-07-07,2023-09-15,CLOSED,INR,94954.70,CURRENT
AC04617,43312700004617,CU04424,PR002,BR008,2022-06-22,,ACTIVE,INR,29642.47,SAVINGS
AC04618,11353600004618,CU01079,PR005,BR009,2020-10-19,2024-11-13,CLOSED,INR,99101.56,CURRENT
AC04619,88555600004619,CU01741,PR004,BR009,2023-07-29,,ACTIVE,INR,38199.57,CURRENT
AC04620,98169700004620,CU02343,PR009,BR005,2025-06-11,,ACTIVE,INR,196361.22,FIXED_DEPOSIT
AC04621,14512800004621,CU04676,PR006,BR002,2022-02-01,,ACTIVE,INR,26723.77,CURRENT
AC04622,53057600004622,CU00027,PR007,BR001,2024-04-13,2025-11-12,CLOSED,INR,80485.00,FIXED_DEPOSIT
AC04623,95334900004623,CU03246,PR007,BR008,2024-07-10,,ACTIVE,INR,146454.69,FIXED_DEPOSIT
AC04624,49090200004624,CU03992,PR004,BR008,2023-06-30,,ACTIVE,INR,146210.34,CURRENT
AC04625,77859900004625,CU01901,PR003,BR007,2019-10-09,,ACTIVE,INR,68789.98,SAVINGS
AC04626,64923200004626,CU03582,PR004,BR005,2021-12-08,,ACTIVE,INR,18078.46,CURRENT
AC04627,99041500004627,CU03855,PR002,BR010,2018-10-21,,DORMANT,INR,204131.59,SAVINGS
AC04628,62352200004628,CU02403,PR007,BR002,2021-12-09,2025-06-17,CLOSED,INR,12916.92,FIXED_DEPOSIT
AC04629,50965400004629,CU03973,PR001,BR010,2020-10-01,,ACTIVE,INR,91707.67,SAVINGS
AC04630,18850600004630,CU01319,PR001,BR010,2021-02-11,,ACTIVE,INR,3097.10,SAVINGS
AC04631,43668900004631,CU02083,PR009,BR008,2019-12-13,,ACTIVE,INR,48447.73,FIXED_DEPOSIT
AC04632,60504500004632,CU01020,PR001,BR007,2018-02-03,,DORMANT,INR,150139.82,SAVINGS
AC04633,38772600004633,CU00717,PR001,BR004,2018-07-01,,DORMANT,INR,41233.35,SAVINGS
AC04634,23300800004634,CU00252,PR007,BR002,2024-03-14,,ACTIVE,INR,74735.24,FIXED_DEPOSIT
AC04635,68882100004635,CU00914,PR007,BR003,2018-01-18,,ACTIVE,INR,176501.52,FIXED_DEPOSIT
AC04636,87663800004636,CU01248,PR009,BR003,2018-09-29,,ACTIVE,INR,64168.71,FIXED_DEPOSIT
AC04637,35999300004637,CU03383,PR007,BR007,2025-03-12,,DORMANT,INR,216010.47,FIXED_DEPOSIT
AC04638,37361600004638,CU03106,PR004,BR001,2019-10-13,2021-10-03,CLOSED,INR,153919.29,CURRENT
AC04639,30506900004639,CU04363,PR001,BR008,2023-12-06,2025-10-26,CLOSED,INR,211810.96,SAVINGS
AC04640,79718700004640,CU04475,PR008,BR007,2022-04-06,,ACTIVE,INR,133817.02,FIXED_DEPOSIT
AC04641,91051600004641,CU02808,PR001,BR010,2024-11-06,2026-08-26,CLOSED,INR,23204.77,SAVINGS
AC04642,21167100004642,CU03573,PR007,BR001,2022-06-21,2023-10-19,CLOSED,INR,191065.00,FIXED_DEPOSIT
AC04643,93828200004643,CU01727,PR005,BR006,2025-10-19,2026-08-28,CLOSED,INR,37539.86,CURRENT
AC04644,49515800004644,CU04858,PR005,BR008,2025-03-08,,DORMANT,INR,234822.33,CURRENT
AC04645,51850700004645,CU04894,PR007,BR008,2021-02-01,,DORMANT,INR,45173.63,FIXED_DEPOSIT
AC04646,57500500004646,CU03932,PR007,BR009,2020-04-20,,DORMANT,INR,181911.63,FIXED_DEPOSIT
AC04647,58993800004647,CU03016,PR008,BR009,2022-10-01,,ACTIVE,INR,906.98,FIXED_DEPOSIT
AC04648,57725600004648,CU01433,PR007,BR001,2021-08-20,,ACTIVE,INR,2959.36,FIXED_DEPOSIT
AC04649,89746900004649,CU04453,PR006,BR002,2019-05-20,,ACTIVE,INR,49506.50,CURRENT
AC04650,65438700004650,CU03363,PR006,BR008,2021-10-18,,DORMANT,INR,196069.83,CURRENT
AC04651,79237500004651,CU00413,PR001,BR002,2019-09-19,,ACTIVE,INR,18352.26,SAVINGS
AC04652,58808200004652,CU01639,PR003,BR003,2025-05-22,,DORMANT,INR,85380.99,SAVINGS
AC04653,69765200004653,CU02929,PR007,BR006,2018-10-21,,ACTIVE,INR,124282.43,FIXED_DEPOSIT
AC04654,44180100004654,CU04954,PR009,BR009,2023-01-12,,DORMANT,INR,50193.96,FIXED_DEPOSIT
AC04655,32430600004655,CU00250,PR002,BR007,2020-01-24,2025-03-14,CLOSED,INR,90515.36,SAVINGS
AC04656,14242300004656,CU04172,PR004,BR005,2022-01-01,2023-02-12,CLOSED,INR,78325.40,CURRENT
AC04657,85739500004657,CU00884,PR002,BR002,2020-07-26,2023-11-22,CLOSED,INR,162779.51,SAVINGS
AC04658,39585600004658,CU01165,PR007,BR002,2018-05-13,,ACTIVE,INR,243.11,FIXED_DEPOSIT
AC04659,82992300004659,CU03486,PR008,BR009,2021-03-29,,ACTIVE,INR,73151.21,FIXED_DEPOSIT
AC04660,98895600004660,CU04547,PR007,BR008,2019-06-14,,DORMANT,INR,77223.42,FIXED_DEPOSIT
AC04661,32040800004661,CU03730,PR002,BR003,2023-09-03,,ACTIVE,INR,1294.15,SAVINGS
AC04662,27484200004662,CU02067,PR001,BR004,2019-04-20,,ACTIVE,INR,39153.59,SAVINGS
AC04663,28990200004663,CU04206,PR005,BR004,2023-04-19,2025-05-02,CLOSED,INR,165404.39,CURRENT
AC04664,94388700004664,CU00559,PR006,BR005,2020-06-30,,ACTIVE,INR,4721.77,CURRENT
AC04665,12169100004665,CU04541,PR007,BR006,2020-07-23,,ACTIVE,INR,104575.05,FIXED_DEPOSIT
AC04666,46951600004666,CU00606,PR009,BR009,2021-09-14,2024-05-16,CLOSED,INR,191810.59,FIXED_DEPOSIT
AC04667,10716900004667,CU02313,PR007,BR008,2023-11-15,2025-05-15,CLOSED,INR,215676.45,FIXED_DEPOSIT
AC04668,18521600004668,CU00508,PR008,BR010,2025-01-28,,DORMANT,INR,245572.86,FIXED_DEPOSIT
AC04669,69872600004669,CU01229,PR006,BR010,2018-01-09,,DORMANT,INR,78738.04,CURRENT
AC04670,65568400004670,CU02971,PR002,BR008,2020-09-28,2025-08-19,CLOSED,INR,26102.31,SAVINGS
AC04671,21613600004671,CU00859,PR001,BR003,2020-09-10,,DORMANT,INR,191332.61,SAVINGS
AC04672,69577200004672,CU04204,PR006,BR006,2019-03-03,,DORMANT,INR,72272.23,CURRENT
AC04673,32212600004673,CU00972,PR004,BR007,2025-05-03,,ACTIVE,INR,374.65,CURRENT
AC04674,82538000004674,CU04682,PR001,BR004,2024-12-26,2026-05-27,CLOSED,INR,181732.56,SAVINGS
AC04675,56038000004675,CU00950,PR003,BR007,2024-04-11,,ACTIVE,INR,77943.88,SAVINGS
AC04676,12987200004676,CU01453,PR007,BR010,2025-06-15,2026-08-22,CLOSED,INR,221549.30,FIXED_DEPOSIT
AC04677,41746300004677,CU02443,PR005,BR002,2020-10-26,,DORMANT,INR,13360.82,CURRENT
AC04678,81338800004678,CU00672,PR007,BR004,2019-01-28,,DORMANT,INR,87682.30,FIXED_DEPOSIT
AC04679,47798600004679,CU03658,PR009,BR001,2021-11-09,,DORMANT,INR,56460.29,FIXED_DEPOSIT
AC04680,85142800004680,CU00022,PR001,BR008,2019-08-15,,ACTIVE,INR,52307.33,SAVINGS
AC04681,78334500004681,CU00611,PR005,BR005,2022-10-31,2025-06-12,CLOSED,INR,184326.95,CURRENT
AC04682,32132600004682,CU03830,PR008,BR003,2022-06-26,,DORMANT,INR,192119.12,FIXED_DEPOSIT
AC04683,83783300004683,CU02530,PR006,BR004,2020-04-30,2022-10-17,CLOSED,INR,155133.60,CURRENT
AC04684,18741800004684,CU03103,PR006,BR009,2025-11-10,,DORMANT,INR,67643.65,CURRENT
AC04685,20819600004685,CU01028,PR007,BR007,2019-08-31,2024-02-20,CLOSED,INR,226285.89,FIXED_DEPOSIT
AC04686,54876700004686,CU01490,PR007,BR005,2021-05-13,2025-02-09,CLOSED,INR,12237.68,FIXED_DEPOSIT
AC04687,36645100004687,CU04141,PR007,BR001,2021-11-30,,ACTIVE,INR,44879.12,FIXED_DEPOSIT
AC04688,14802200004688,CU03007,PR009,BR005,2020-11-28,,ACTIVE,INR,0.00,FIXED_DEPOSIT
AC04689,93670100004689,CU01176,PR004,BR004,2023-11-06,,DORMANT,INR,108282.74,CURRENT
AC04690,70916100004690,CU02308,PR002,BR009,2019-12-29,2024-03-28,CLOSED,INR,159016.33,SAVINGS
AC04691,66249200004691,CU04644,PR007,BR002,2018-11-24,2020-04-07,CLOSED,INR,36680.60,FIXED_DEPOSIT
AC04692,66042400004692,CU03121,PR008,BR006,2022-06-19,,DORMANT,INR,235303.69,FIXED_DEPOSIT
AC04693,83890600004693,CU02581,PR004,BR002,2019-10-20,,DORMANT,INR,14144.90,CURRENT
AC04694,16732600004694,CU02428,PR009,BR004,2022-06-04,,DORMANT,INR,26267.22,FIXED_DEPOSIT
AC04695,90360500004695,CU02163,PR006,BR010,2021-07-03,,ACTIVE,INR,46752.22,CURRENT
AC04696,38964900004696,CU04121,PR003,BR008,2024-11-12,2026-08-24,CLOSED,INR,79655.25,SAVINGS
AC04697,75527900004697,CU00855,PR003,BR004,2022-04-27,2023-10-24,CLOSED,INR,17188.76,SAVINGS
AC04698,72611700004698,CU04957,PR007,BR008,2018-08-28,,DORMANT,INR,166277.04,FIXED_DEPOSIT
AC04699,39874500004699,CU04286,PR001,BR004,2019-11-17,,ACTIVE,INR,1966.52,SAVINGS
AC04700,84104800004700,CU01082,PR008,BR005,2018-06-16,,DORMANT,INR,11721.27,FIXED_DEPOSIT
AC04701,56783400004701,CU00937,PR002,BR008,2024-04-23,,ACTIVE,INR,13594.13,SAVINGS
AC04702,26678700004702,CU04454,PR005,BR001,2018-11-15,,DORMANT,INR,190403.76,CURRENT
AC04703,80937400004703,CU01135,PR001,BR002,2022-07-10,,ACTIVE,INR,7578.45,SAVINGS
AC04704,97038100004704,CU01655,PR008,BR004,2018-02-05,,ACTIVE,INR,0.00,FIXED_DEPOSIT
AC04705,28234700004705,CU01036,PR008,BR010,2018-07-21,,DORMANT,INR,65486.16,FIXED_DEPOSIT
AC04706,99202500004706,CU02483,PR003,BR001,2020-04-20,2022-02-24,CLOSED,INR,140273.78,SAVINGS
AC04707,99745300004707,CU03870,PR004,BR007,2025-05-04,2026-08-22,CLOSED,INR,187762.13,CURRENT
AC04708,68993100004708,CU04240,PR008,BR001,2018-12-23,,DORMANT,INR,234991.95,FIXED_DEPOSIT
AC04709,87520500004709,CU03097,PR009,BR007,2022-08-18,,DORMANT,INR,231408.37,FIXED_DEPOSIT
AC04710,43816100004710,CU03003,PR001,BR009,2025-06-14,2026-08-24,CLOSED,INR,163557.19,SAVINGS
AC04711,35857300004711,CU00758,PR007,BR004,2023-08-22,,DORMANT,INR,181669.14,FIXED_DEPOSIT
AC04712,39665200004712,CU01690,PR005,BR001,2018-08-17,,DORMANT,INR,41951.72,CURRENT
AC04713,95800600004713,CU01376,PR007,BR003,2021-08-02,2026-03-17,CLOSED,INR,113657.14,FIXED_DEPOSIT
AC04714,84407900004714,CU01113,PR004,BR003,2020-05-15,,ACTIVE,INR,5768.71,CURRENT
AC04715,18616400004715,CU01038,PR007,BR009,2024-09-15,,DORMANT,INR,90976.23,FIXED_DEPOSIT
AC04716,87465700004716,CU03757,PR009,BR007,2025-12-21,2026-08-27,CLOSED,INR,57382.65,FIXED_DEPOSIT
AC04717,51177400004717,CU04850,PR007,BR010,2019-12-10,,DORMANT,INR,154681.44,FIXED_DEPOSIT
AC04718,70779300004718,CU04468,PR006,BR008,2025-05-08,,ACTIVE,INR,110196.10,CURRENT
AC04719,53581000004719,CU00379,PR006,BR005,2025-11-06,,DORMANT,INR,88066.48,CURRENT
AC04720,47448000004720,CU04891,PR002,BR009,2018-05-31,,ACTIVE,INR,938.78,SAVINGS
AC04721,45890200004721,CU03823,PR004,BR007,2022-05-05,,ACTIVE,INR,266648.08,CURRENT
AC04722,63140200004722,CU02307,PR006,BR002,2023-03-30,,DORMANT,INR,137574.96,CURRENT
AC04723,55782200004723,CU03392,PR004,BR009,2019-07-22,,DORMANT,INR,164287.95,CURRENT
AC04724,73430000004724,CU04164,PR001,BR004,2023-04-14,,DORMANT,INR,195466.05,SAVINGS
AC04725,43582500004725,CU03547,PR007,BR001,2020-05-28,2022-07-02,CLOSED,INR,84360.45,FIXED_DEPOSIT
AC04726,98176800004726,CU00793,PR001,BR010,2020-06-05,2021-11-28,CLOSED,INR,216208.42,SAVINGS
AC04727,82930900004727,CU04271,PR005,BR008,2023-11-23,,DORMANT,INR,145213.24,CURRENT
AC04728,20264200004728,CU03760,PR003,BR004,2024-05-26,2025-04-29,CLOSED,INR,49355.27,SAVINGS
AC04729,32633700004729,CU04683,PR003,BR003,2023-10-31,2026-08-24,CLOSED,INR,232448.76,SAVINGS
AC04730,71845700004730,CU03087,PR009,BR006,2025-06-06,2026-08-28,CLOSED,INR,164164.89,FIXED_DEPOSIT
AC04731,60272100004731,CU00776,PR007,BR007,2024-09-06,2026-08-27,CLOSED,INR,230280.40,FIXED_DEPOSIT
AC04732,22782300004732,CU02733,PR001,BR005,2024-10-05,,DORMANT,INR,202954.25,SAVINGS
AC04733,86781300004733,CU04385,PR003,BR001,2020-12-26,2023-04-21,CLOSED,INR,20804.84,SAVINGS
AC04734,67562100004734,CU01446,PR004,BR001,2020-10-25,2021-08-21,CLOSED,INR,130634.69,CURRENT
AC04735,14701500004735,CU00805,PR004,BR007,2018-05-20,2023-10-26,CLOSED,INR,199562.57,CURRENT
AC04736,91910400004736,CU00594,PR008,BR010,2019-05-28,,DORMANT,INR,234885.27,FIXED_DEPOSIT
AC04737,45201100004737,CU03216,PR009,BR010,2019-03-23,,DORMANT,INR,211122.13,FIXED_DEPOSIT
AC04738,73862500004738,CU00329,PR008,BR003,2020-07-29,,ACTIVE,INR,5351.95,FIXED_DEPOSIT
AC04739,57564600004739,CU00682,PR005,BR010,2024-01-29,2026-08-28,CLOSED,INR,215055.31,CURRENT
AC04740,70113100004740,CU00080,PR004,BR010,2023-06-25,,DORMANT,INR,204764.29,CURRENT
AC04741,20427000004741,CU02827,PR007,BR002,2021-01-17,,ACTIVE,INR,26365.50,FIXED_DEPOSIT
AC04742,63818200004742,CU00038,PR001,BR009,2021-09-24,2025-10-09,CLOSED,INR,127022.13,SAVINGS
AC04743,26391100004743,CU02027,PR003,BR008,2020-06-08,2021-01-03,CLOSED,INR,241709.92,SAVINGS
AC04744,60358700004744,CU00030,PR009,BR002,2020-03-25,,ACTIVE,INR,45728.90,FIXED_DEPOSIT
AC04745,64000900004745,CU03744,PR001,BR007,2025-04-28,,ACTIVE,INR,188540.51,SAVINGS
AC04746,11000500004746,CU01707,PR003,BR009,2018-03-24,,DORMANT,INR,35702.96,SAVINGS
AC04747,32595600004747,CU00310,PR008,BR010,2024-09-01,,DORMANT,INR,248122.01,FIXED_DEPOSIT
AC04748,79274500004748,CU00670,PR009,BR009,2024-09-26,2026-08-23,CLOSED,INR,10261.83,FIXED_DEPOSIT
AC04749,46250600004749,CU02062,PR001,BR010,2025-09-15,,DORMANT,INR,50206.58,SAVINGS
AC04750,84631500004750,CU03569,PR008,BR007,2019-10-19,,DORMANT,INR,85941.32,FIXED_DEPOSIT
AC04751,86681400004751,CU01864,PR004,BR008,2024-07-24,,DORMANT,INR,140914.98,CURRENT
AC04752,61816700004752,CU01756,PR001,BR008,2022-01-26,,DORMANT,INR,148504.12,SAVINGS
AC04753,35705900004753,CU01568,PR001,BR001,2020-10-06,,DORMANT,INR,101228.82,SAVINGS
AC04754,63215500004754,CU01462,PR003,BR001,2019-08-25,,ACTIVE,INR,44776.93,SAVINGS
AC04755,64481500004755,CU04614,PR009,BR008,2018-03-27,,ACTIVE,INR,45040.70,FIXED_DEPOSIT
AC04756,37235800004756,CU02829,PR006,BR002,2021-05-11,,ACTIVE,INR,86483.29,CURRENT
AC04757,29664100004757,CU02303,PR007,BR003,2021-10-10,2022-11-02,CLOSED,INR,230475.74,FIXED_DEPOSIT
AC04758,31147000004758,CU02560,PR008,BR003,2021-06-11,,ACTIVE,INR,8835.84,FIXED_DEPOSIT
AC04759,75116700004759,CU04030,PR008,BR005,2021-09-28,,DORMANT,INR,23012.11,FIXED_DEPOSIT
AC04760,41204100004760,CU02711,PR001,BR010,2022-08-30,,ACTIVE,INR,586.52,SAVINGS
AC04761,28452600004761,CU00105,PR001,BR010,2021-05-11,2025-06-20,CLOSED,INR,180392.46,SAVINGS
AC04762,30053300004762,CU04708,PR007,BR007,2024-03-13,,DORMANT,INR,88671.12,FIXED_DEPOSIT
AC04763,44857800004763,CU01969,PR008,BR007,2019-01-06,,DORMANT,INR,12002.44,FIXED_DEPOSIT
AC04764,60509900004764,CU02524,PR008,BR008,2022-08-06,,ACTIVE,INR,1776.74,FIXED_DEPOSIT
AC04765,42971500004765,CU03449,PR008,BR010,2022-07-19,,DORMANT,INR,125727.11,FIXED_DEPOSIT
AC04766,30299000004766,CU03763,PR002,BR009,2019-11-08,,ACTIVE,INR,28209.22,SAVINGS
AC04767,59467700004767,CU02491,PR008,BR008,2018-11-21,,DORMANT,INR,191958.48,FIXED_DEPOSIT
AC04768,56218000004768,CU04812,PR009,BR002,2020-07-31,,DORMANT,INR,6950.25,FIXED_DEPOSIT
AC04769,51769000004769,CU01820,PR006,BR009,2019-03-02,,DORMANT,INR,197862.93,CURRENT
AC04770,18722900004770,CU03423,PR005,BR009,2020-02-05,,ACTIVE,INR,13905.70,CURRENT
AC04771,54688700004771,CU04049,PR008,BR004,2019-09-24,,DORMANT,INR,249082.57,FIXED_DEPOSIT
AC04772,62337300004772,CU04544,PR004,BR001,2022-10-31,,DORMANT,INR,81623.42,CURRENT
AC04773,85558800004773,CU01573,PR001,BR006,2020-12-28,,ACTIVE,INR,20872.07,SAVINGS
AC04774,39977800004774,CU02516,PR008,BR003,2019-03-22,,DORMANT,INR,104985.07,FIXED_DEPOSIT
AC04775,93954000004775,CU00632,PR003,BR003,2021-05-21,,ACTIVE,INR,23323.02,SAVINGS
AC04776,24763700004776,CU00487,PR005,BR010,2025-03-05,2026-01-19,CLOSED,INR,6586.91,CURRENT
AC04777,98670400004777,CU01574,PR003,BR009,2023-12-21,,DORMANT,INR,206282.43,SAVINGS
AC04778,36294900004778,CU02068,PR003,BR008,2023-11-07,,DORMANT,INR,234055.21,SAVINGS
AC04779,13961500004779,CU02502,PR001,BR007,2020-10-26,,DORMANT,INR,19178.63,SAVINGS
AC04780,87804400004780,CU00521,PR006,BR003,2023-12-31,,ACTIVE,INR,46303.91,CURRENT
AC04781,17569500004781,CU02122,PR004,BR002,2023-12-27,,DORMANT,INR,113281.48,CURRENT
AC04782,49020300004782,CU01394,PR006,BR008,2025-06-02,2026-05-05,CLOSED,INR,151628.26,CURRENT
AC04783,76202000004783,CU03315,PR006,BR001,2023-03-01,,DORMANT,INR,248078.39,CURRENT
AC04784,56870300004784,CU01479,PR005,BR006,2023-10-04,,ACTIVE,INR,24481.84,CURRENT
AC04785,69493400004785,CU02030,PR002,BR001,2019-03-30,2022-04-12,CLOSED,INR,99672.22,SAVINGS
AC04786,75820600004786,CU04431,PR007,BR008,2021-07-03,,ACTIVE,INR,23089.50,FIXED_DEPOSIT
AC04787,41261500004787,CU04016,PR008,BR009,2023-06-26,2024-07-12,CLOSED,INR,108016.12,FIXED_DEPOSIT
AC04788,70318600004788,CU02230,PR005,BR009,2025-07-01,,DORMANT,INR,165261.64,CURRENT
AC04789,84625100004789,CU02509,PR006,BR006,2019-05-10,2022-07-08,CLOSED,INR,28493.69,CURRENT
AC04790,72239000004790,CU02021,PR007,BR005,2019-05-31,,DORMANT,INR,155656.50,FIXED_DEPOSIT
AC04791,70645300004791,CU03136,PR002,BR006,2021-10-31,2024-05-19,CLOSED,INR,176115.28,SAVINGS
AC04792,22213400004792,CU04140,PR008,BR005,2025-10-17,2026-08-23,CLOSED,INR,69868.45,FIXED_DEPOSIT
AC04793,28895500004793,CU02998,PR008,BR001,2024-11-06,,DORMANT,INR,105067.89,FIXED_DEPOSIT
AC04794,94028800004794,CU03295,PR002,BR006,2021-06-16,,DORMANT,INR,193399.35,SAVINGS
AC04795,67923000004795,CU00952,PR009,BR001,2018-04-17,,DORMANT,INR,94099.79,FIXED_DEPOSIT
AC04796,26771200004796,CU02134,PR002,BR004,2023-10-22,,DORMANT,INR,165127.14,SAVINGS
AC04797,15982100004797,CU02239,PR008,BR003,2018-07-05,,ACTIVE,INR,79713.62,FIXED_DEPOSIT
AC04798,26072800004798,CU01264,PR004,BR007,2022-04-04,,ACTIVE,INR,14892.80,CURRENT
AC04799,21212000004799,CU02367,PR006,BR008,2024-08-01,,DORMANT,INR,156096.43,CURRENT
AC04800,46939000004800,CU04077,PR009,BR003,2023-01-07,,ACTIVE,INR,38356.22,FIXED_DEPOSIT
AC04801,64260000004801,CU00679,PR002,BR008,2019-03-22,2020-06-23,CLOSED,INR,131760.75,SAVINGS
AC04802,67006100004802,CU04294,PR008,BR004,2025-03-24,,ACTIVE,INR,71995.92,FIXED_DEPOSIT
AC04803,97529700004803,CU02595,PR006,BR008,2019-03-25,,DORMANT,INR,163361.51,CURRENT
AC04804,41436500004804,CU02646,PR001,BR010,2020-02-02,,ACTIVE,INR,53616.22,SAVINGS
AC04805,48530700004805,CU03084,PR002,BR003,2019-02-08,,DORMANT,INR,172535.41,SAVINGS
AC04806,81317500004806,CU04722,PR008,BR002,2019-04-05,,ACTIVE,INR,8756.99,FIXED_DEPOSIT
AC04807,99188000004807,CU01281,PR007,BR003,2023-10-17,2026-08-20,CLOSED,INR,224766.76,FIXED_DEPOSIT
AC04808,18543800004808,CU03252,PR004,BR001,2020-01-29,,ACTIVE,INR,50185.02,CURRENT
AC04809,37535100004809,CU03630,PR002,BR003,2018-06-04,2023-04-13,CLOSED,INR,158584.24,SAVINGS
AC04810,57147900004810,CU01866,PR008,BR002,2021-02-09,,DORMANT,INR,136999.98,FIXED_DEPOSIT
AC04811,94988700004811,CU01039,PR003,BR008,2018-12-08,,ACTIVE,INR,200418.39,SAVINGS
AC04812,99557500004812,CU03275,PR008,BR009,2025-05-23,,ACTIVE,INR,170.98,FIXED_DEPOSIT
AC04813,70327400004813,CU01103,PR002,BR005,2022-05-22,,ACTIVE,INR,101277.98,SAVINGS
AC04814,50781100004814,CU03393,PR009,BR004,2024-07-22,,ACTIVE,INR,14786.07,FIXED_DEPOSIT
AC04815,67638800004815,CU02693,PR004,BR005,2021-07-02,2022-05-29,CLOSED,INR,42254.07,CURRENT
AC04816,30205300004816,CU01365,PR006,BR008,2020-05-06,2023-03-02,CLOSED,INR,48591.39,CURRENT
AC04817,27475700004817,CU00354,PR001,BR002,2020-08-06,,ACTIVE,INR,104296.28,SAVINGS
AC04818,92687600004818,CU04352,PR007,BR004,2020-09-03,2024-02-02,CLOSED,INR,114704.33,FIXED_DEPOSIT
AC04819,45398000004819,CU01200,PR005,BR004,2023-01-02,2024-06-07,CLOSED,INR,224652.71,CURRENT
AC04820,10626300004820,CU04401,PR001,BR004,2023-12-29,,DORMANT,INR,32742.81,SAVINGS
AC04821,83511400004821,CU01663,PR002,BR010,2023-01-19,,ACTIVE,INR,264.89,SAVINGS
AC04822,81188200004822,CU04026,PR001,BR007,2023-12-23,,DORMANT,INR,62644.25,SAVINGS
AC04823,22288300004823,CU04814,PR004,BR003,2025-10-28,2026-08-29,CLOSED,INR,16809.03,CURRENT
AC04824,53775100004824,CU03436,PR006,BR008,2018-01-13,2019-01-20,CLOSED,INR,145778.26,CURRENT
AC04825,67370000004825,CU02099,PR001,BR009,2024-07-16,,DORMANT,INR,47608.17,SAVINGS
AC04826,19553000004826,CU04326,PR009,BR004,2025-08-19,,ACTIVE,INR,11246.24,FIXED_DEPOSIT
AC04827,89098400004827,CU04827,PR002,BR007,2021-05-26,2025-12-26,CLOSED,INR,179524.23,SAVINGS
AC04828,36924300004828,CU00283,PR004,BR007,2018-03-08,,DORMANT,INR,228148.86,CURRENT
AC04829,98771700004829,CU04314,PR003,BR003,2019-01-20,,DORMANT,INR,126863.89,SAVINGS
AC04830,33547700004830,CU00607,PR001,BR010,2018-05-31,,DORMANT,INR,177350.25,SAVINGS
AC04831,57381400004831,CU03997,PR006,BR008,2021-01-27,2022-11-25,CLOSED,INR,225665.48,CURRENT
AC04832,47762100004832,CU01467,PR004,BR008,2019-09-02,2020-12-21,CLOSED,INR,43042.26,CURRENT
AC04833,92478000004833,CU03975,PR009,BR009,2022-05-24,2026-08-29,CLOSED,INR,75108.71,FIXED_DEPOSIT
AC04834,53256500004834,CU00208,PR009,BR006,2019-07-14,,DORMANT,INR,102782.72,FIXED_DEPOSIT
AC04835,87253200004835,CU02562,PR002,BR008,2020-08-12,,DORMANT,INR,103760.53,SAVINGS
AC04836,29667700004836,CU01400,PR004,BR001,2020-02-19,2023-01-18,CLOSED,INR,172896.29,CURRENT
AC04837,75626300004837,CU01537,PR006,BR007,2020-02-29,,DORMANT,INR,75305.33,CURRENT
AC04838,41795700004838,CU00471,PR009,BR006,2019-01-18,,ACTIVE,INR,76372.15,FIXED_DEPOSIT
AC04839,40496600004839,CU02630,PR006,BR008,2018-01-11,2019-02-13,CLOSED,INR,249913.83,CURRENT
AC04840,57116900004840,CU04880,PR008,BR003,2022-02-17,,ACTIVE,INR,71386.10,FIXED_DEPOSIT
AC04841,25605800004841,CU01593,PR003,BR003,2024-01-29,2026-08-22,CLOSED,INR,90787.85,SAVINGS
AC04842,39593400004842,CU03321,PR004,BR009,2021-09-07,2025-12-14,CLOSED,INR,196389.00,CURRENT
AC04843,44611800004843,CU01461,PR004,BR005,2024-09-30,,ACTIVE,INR,114104.88,CURRENT
AC04844,92275500004844,CU04095,PR001,BR001,2024-07-23,,DORMANT,INR,4489.41,SAVINGS
AC04845,46419900004845,CU03473,PR007,BR004,2020-07-23,,DORMANT,INR,126055.34,FIXED_DEPOSIT
AC04846,87982400004846,CU00516,PR001,BR004,2020-05-23,2024-12-13,CLOSED,INR,215937.63,SAVINGS
AC04847,76115500004847,CU01043,PR006,BR005,2018-04-29,2023-04-15,CLOSED,INR,136787.61,CURRENT
AC04848,53576100004848,CU04902,PR009,BR009,2025-05-16,,DORMANT,INR,25776.76,FIXED_DEPOSIT
AC04849,14208400004849,CU04603,PR002,BR002,2019-10-25,,DORMANT,INR,212411.30,SAVINGS
AC04850,13432900004850,CU00629,PR002,BR002,2022-10-06,,DORMANT,INR,141255.93,SAVINGS
AC04851,68245700004851,CU02814,PR005,BR005,2024-08-05,2026-03-07,CLOSED,INR,192762.65,CURRENT
AC04852,60595300004852,CU02736,PR008,BR004,2020-05-01,2021-12-08,CLOSED,INR,8759.72,FIXED_DEPOSIT
AC04853,23148900004853,CU02954,PR002,BR001,2019-03-01,,ACTIVE,INR,390.37,SAVINGS
AC04854,62003000004854,CU02046,PR004,BR008,2021-04-25,2025-04-16,CLOSED,INR,151364.36,CURRENT
AC04855,85588600004855,CU02297,PR006,BR009,2018-11-25,2020-11-14,CLOSED,INR,145396.16,CURRENT
AC04856,91978700004856,CU00781,PR005,BR004,2020-01-10,2021-07-31,CLOSED,INR,204362.65,CURRENT
