card_id,account_id,customer_id,card_number,card_type,issue_date,expiry_date,card_status
CA02761,AC06988,CU04885,9765-4533-4263-2528,DEBIT,2025-04-29,2028-04-29,ACTIVE
CA02762,AC06156,CU00475,2609-4950-8647-4665,DEBIT,2022-11-20,2026-11-20,EXPIRED
CA02763,AC04659,CU03486,2563-0000-6218-3721,CREDIT,2025-08-06,2028-08-06,BLOCKED
CA02764,AC05514,CU00910,2418-4086-0348-7379,DEBIT,2025-05-28,2028-05-28,BLOCKED
CA02765,AC05407,CU03180,7119-0716-4897-7247,DEBIT,2022-09-21,2025-09-21,EXPIRED
CA02766,AC03351,CU00055,3060-3051-5031-5712,DEBIT,2020-11-12,2024-11-12,ACTIVE
CA02767,AC05443,CU04633,2771-3224-0931-0622,DEBIT,2021-07-25,2024-07-25,BLOCKED
CA02768,AC04277,CU00614,4718-7064-2880-6727,CREDIT,2020-02-27,2024-02-27,EXPIRED
CA02769,AC03483,CU04119,0350-1700-0585-7599,DEBIT,2020-02-15,2023-02-15,EXPIRED
CA02770,AC06361,CU02351,4877-5364-7374-5732,CREDIT,2021-11-28,2026-11-28,ACTIVE
CA02771,AC00042,CU04878,9147-6064-0936-0445,CREDIT,2020-03-04,2023-03-04,EXPIRED
CA02772,AC03133,CU04274,2852-8736-2152-8530,CREDIT,2024-07-17,2027-07-17,ACTIVE
CA02773,AC05597,CU01509,8816-7330-6951-1095,CREDIT,2023-05-03,2027-05-03,ACTIVE
CA02774,AC02343,CU01564,9525-9248-6791-5003,CREDIT,2021-06-19,2024-06-19,BLOCKED
CA02775,AC07698,CU00958,5743-0539-4185-0194,DEBIT,2025-05-05,2029-05-05,BLOCKED
CA02776,AC04511,CU03257,1398-7036-9419-7708,DEBIT,2020-08-17,2023-08-17,ACTIVE
CA02777,AC00522,CU04508,6756-7521-9969-4466,CREDIT,2023-09-21,2027-09-21,BLOCKED
CA02778,AC06989,CU01167,4239-2544-8262-1404,CREDIT,2020-08-26,2024-08-26,EXPIRED
CA02779,AC00823,CU01049,0800-2976-9905-4232,DEBIT,2022-02-09,2025-02-09,BLOCKED
CA02780,AC02963,CU01948,8352-7880-3930-2382,DEBIT,2024-09-14,2028-09-14,ACTIVE
CA02781,AC01792,CU01781,3859-0961-6181-0930,CREDIT,2024-10-18,2027-10-18,ACTIVE
CA02782,AC02653,CU03368,2920-7012-2350-9130,CREDIT,2022-03-13,2025-03-13,ACTIVE
CA02783,AC05029,CU01956,7500-5888-7793-1196,CREDIT,2025-05-19,2030-05-19,ACTIVE
CA02784,AC06725,CU02627,2387-3775-4847-3497,CREDIT,2021-06-21,2025-06-21,ACTIVE
CA02785,AC03986,CU03268,4187-8507-0083-8279,DEBIT,2023-08-13,2026-08-13,EXPIRED
CA02786,AC01050,CU00789,6066-7555-9404-1181,DEBIT,2025-10-18,2029-10-18,EXPIRED
CA02787,AC02715,CU03565,9906-1404-4664-2620,CREDIT,2024-11-13,2027-11-13,BLOCKED
CA02788,AC02454,CU04144,0923-7066-0294-4739,DEBIT,2020-12-29,2023-12-29,BLOCKED
CA02789,AC02818,CU02366,2755-7105-2779-5665,DEBIT,2020-01-12,2025-01-12,ACTIVE
CA02790,AC01009,CU00605,2449-8900-1880-2735,DEBIT,2025-02-15,2028-02-15,BLOCKED
CA02791,AC07810,CU04350,6568-2828-0800-2640,CREDIT,2025-05-22,2029-05-22,EXPIRED
CA02792,AC04882,CU02044,5287-8550-7551-3156,DEBIT,2023-05-02,2028-05-02,ACTIVE
CA02793,AC01893,CU00003,9068-9937-7247-3629,CREDIT,2022-04-23,2027-04-23,BLOCKED
CA02794,AC00559,CU02002,7174-4631-2217-8644,CREDIT,2021-08-01,2025-08-01,EXPIRED
CA02795,AC07103,CU04562,8110-6267-3696-1617,CREDIT,2021-02-08,2025-02-08,EXPIRED
CA02796,AC01061,CU03443,1076-3269-5397-0174,CREDIT,2024-04-16,2028-04-16,BLOCKED
CA02797,AC07005,CU00436,9000-9061-9417-8354,CREDIT,2020-09-22,2024-09-22,BLOCKED
CA02798,AC07738,CU01906,6315-0324-1951-6237,DEBIT,2024-06-12,2027-06-12,ACTIVE
CA02799,AC00676,CU03899,2853-6020-1647-4229,DEBIT,2025-04-13,2030-04-13,BLOCKED
CA02800,AC00709,CU02073,0013-9999-9193-5431,CREDIT,2025-10-14,2028-10-14,EXPIRED
CA02801,AC01745,CU03963,6959-0600-7758-9367,DEBIT,2023-03-17,2028-03-17,EXPIRED
CA02802,AC05158,CU00727,7000-8623-1535-9061,DEBIT,2023-11-22,2027-11-22,BLOCKED
CA02803,AC07928,CU00880,1647-0816-0762-6144,DEBIT,2023-06-29,2028-06-29,ACTIVE
CA02804,AC01936,CU04789,9033-1743-2660-2450,CREDIT,2021-10-26,2025-10-26,BLOCKED
CA02805,AC01867,CU01714,7088-2617-9320-4863,CREDIT,2023-09-27,2026-09-27,BLOCKED
CA02806,AC04372,CU03487,0101-4556-5991-1969,DEBIT,2022-07-02,2026-07-02,BLOCKED
CA02807,AC00818,CU03299,1092-5807-6207-3749,DEBIT,2023-09-10,2028-09-10,EXPIRED
CA02808,AC00372,CU04800,7620-4613-7349-0903,CREDIT,2022-12-11,2027-12-11,ACTIVE
CA02809,AC05687,CU03076,5461-3952-2055-8465,CREDIT,2024-01-16,2029-01-16,EXPIRED
CA02810,AC01851,CU04171,6411-8041-8491-7749,DEBIT,2020-12-15,2025-12-15,EXPIRED
CA02811,AC06061,CU00425,3236-7053-8365-8826,CREDIT,2021-10-25,2025-10-25,ACTIVE
CA02812,AC07668,CU03844,4726-9643-7379-3018,CREDIT,2023-12-14,2026-12-14,BLOCKED
CA02813,AC07347,CU01750,1749-7952-7504-1801,CREDIT,2021-01-30,2025-01-30,ACTIVE
CA02814,AC02189,CU00352,1135-9295-7600-3179,DEBIT,2024-05-12,2029-05-12,ACTIVE
CA02815,AC04629,CU03973,3651-7837-0777-3212,DEBIT,2025-02-11,2029-02-11,BLOCKED
CA02816,AC00024,CU04727,6736-8811-3476-8883,DEBIT,2020-07-18,2025-07-18,BLOCKED
CA02817,AC00047,CU02544,4010-2427-5649-8019,CREDIT,2021-12-22,2025-12-22,ACTIVE
CA02818,AC03108,CU00045,0512-0920-6996-4664,CREDIT,2022-01-18,2025-01-18,BLOCKED
CA02819,AC06595,CU00358,3210-7965-2599-4838,CREDIT,2021-01-30,2025-01-30,BLOCKED
CA02820,AC01106,CU00263,7747-5833-1727-7724,DEBIT,2023-04-08,2026-04-08,BLOCKED
CA02821,AC01496,CU00210,9117-5712-7582-9178,DEBIT,2020-02-29,2024-02-29,BLOCKED
CA02822,AC01857,CU01150,0226-5085-6307-4233,DEBIT,2023-02-13,2027-02-13,EXPIRED
CA02823,AC05561,CU04974,2933-9594-1563-5722,CREDIT,2024-04-12,2028-04-12,ACTIVE
CA02824,AC07133,CU03447,9343-2447-9159-5515,DEBIT,2020-11-05,2023-11-05,BLOCKED
CA02825,AC02031,CU01116,4501-1029-7439-3176,CREDIT,2022-12-04,2026-12-04,BLOCKED
CA02826,AC03497,CU01945,5157-5018-2539-3055,CREDIT,2021-06-15,2024-06-15,ACTIVE
CA02827,AC07968,CU03587,0917-9648-8743-7181,CREDIT,2022-10-08,2027-10-08,EXPIRED
CA02828,AC03520,CU03510,1396-2048-5302-5380,DEBIT,2023-06-06,2027-06-06,EXPIRED
CA02829,AC02669,CU04069,4658-1516-7502-0039,DEBIT,2023-11-07,2026-11-07,ACTIVE
CA02830,AC03514,CU03330,8281-3357-0278-0714,DEBIT,2022-07-01,2027-07-01,ACTIVE
CA02831,AC03313,CU03345,7861-1249-0678-7042,DEBIT,2021-07-22,2026-07-22,ACTIVE
CA02832,AC07561,CU00461,8350-5575-4937-7171,DEBIT,2023-02-06,2027-02-06,BLOCKED
CA02833,AC06533,CU02764,4925-6817-2426-5032,CREDIT,2022-07-04,2025-07-04,ACTIVE
CA02834,AC07601,CU00963,0580-7651-8871-3535,DEBIT,2025-10-08,2029-10-08,ACTIVE
CA02835,AC01600,CU00452,0773-4483-3653-9393,DEBIT,2021-06-05,2025-06-05,BLOCKED
CA02836,AC05640,CU04328,2954-6101-2665-7623,CREDIT,2024-03-02,2028-03-02,EXPIRED
CA02837,AC05334,CU00095,6227-7606-1677-8495,DEBIT,2022-11-13,2025-11-13,EXPIRED
CA02838,AC01470,CU03657,5446-7931-6446-9445,DEBIT,2020-05-30,2023-05-30,EXPIRED
CA02839,AC00751,CU03293,7415-5332-7171-7902,CREDIT,2025-12-09,2029-12-09,BLOCKED
CA02840,AC07502,CU00801,8276-3271-9277-1601,DEBIT,2021-06-17,2024-06-17,EXPIRED
CA02841,AC05392,CU04021,6991-2296-4233-2387,CREDIT,2024-04-25,2029-04-25,ACTIVE
CA02842,AC04459,CU03585,6633-8226-1762-1729,CREDIT,2024-02-02,2028-02-02,EXPIRED
CA02843,AC01133,CU04410,9849-7590-3062-2102,DEBIT,2024-10-15,2029-10-15,EXPIRED
CA02844,AC02774,CU01632,4389-2387-5459-3149,DEBIT,2024-09-19,2028-09-19,BLOCKED
CA02845,AC01648,CU00919,6734-7337-8718-3347,CREDIT,2020-04-20,2025-04-20,EXPIRED
CA02846,AC03310,CU01470,3967-4501-9225-3177,CREDIT,2022-11-24,2027-11-24,EXPIRED
CA02847,AC04224,CU01686,8401-8560-4513-5387,DEBIT,2023-08-11,2028-08-11,EXPIRED
CA02848,AC03363,CU01521,9407-5158-9307-7330,CREDIT,2023-12-30,2028-12-30,EXPIRED
CA02849,AC04430,CU02341,4730-7789-9697-1952,DEBIT,2023-05-04,2026-05-04,ACTIVE
CA02850,AC00799,CU02212,5987-3395-7670-6795,DEBIT,2025-06-21,2030-06-21,ACTIVE
CA02851,AC04333,CU04867,7953-1453-6770-3257,CREDIT,2022-01-17,2026-01-17,ACTIVE
CA02852,AC03956,CU01195,9327-1309-2700-0722,CREDIT,2025-07-10,2029-07-10,EXPIRED
CA02853,AC01928,CU00135,4022-7276-5966-5031,CREDIT,2021-09-09,2025-09-09,BLOCKED
CA02854,AC06818,CU02313,1335-9164-0662-1734,CREDIT,2023-10-17,2026-10-17,EXPIRED
CA02855,AC00341,CU02345,4488-0899-6832-2104,DEBIT,2021-03-12,2024-03-12,EXPIRED
CA02856,AC06831,CU02405,9416-2030-5696-2058,CREDIT,2021-11-14,2026-11-14,ACTIVE
CA02857,AC02689,CU03970,4636-5768-2935-0705,CREDIT,2024-04-13,2029-04-13,ACTIVE
CA02858,AC03095,CU00543,7210-6252-7553-2299,CREDIT,2025-05-17,2029-05-17,EXPIRED
CA02859,AC05614,CU00781,0682-0727-5346-7686,DEBIT,2022-07-20,2027-07-20,ACTIVE
CA02860,AC06407,CU03611,1378-5058-9141-7216,CREDIT,2024-10-01,2027-10-01,EXPIRED
CA02861,AC02875,CU02799,4560-5812-6926-7715,DEBIT,2020-03-02,2025-03-02,ACTIVE
CA02862,AC02548,CU02536,8918-3791-7037-7164,DEBIT,2025-03-15,2029-03-15,BLOCKED
CA02863,AC02943,CU01962,9007-9726-2758-0383,DEBIT,2020-10-12,2025-10-12,BLOCKED
CA02864,AC03127,CU01493,1112-5086-8916-7179,DEBIT,2024-04-26,2027-04-26,ACTIVE
CA02865,AC00406,CU02055,7086-7286-6921-7309,DEBIT,2022-03-27,2027-03-27,ACTIVE
CA02866,AC04473,CU02416,6673-3632-8715-7927,CREDIT,2022-11-15,2026-11-15,EXPIRED
CA02867,AC03737,CU04040,2530-3437-8427-6233,CREDIT,2021-09-30,2024-09-30,ACTIVE
CA02868,AC06148,CU03274,4493-7791-7107-4247,CREDIT,2025-08-17,2028-08-17,BLOCKED
CA02869,AC00230,CU02160,8229-9668-9894-3731,CREDIT,2025-05-26,2028-05-26,EXPIRED
CA02870,AC01082,CU02201,9000-2006-1915-8982,CREDIT,2024-04-19,2028-04-19,ACTIVE
CA02871,AC01488,CU04035,8271-8350-6998-7284,DEBIT,2023-06-13,2028-06-13,BLOCKED
CA02872,AC03289,CU01949,3073-5688-8108-6280,DEBIT,2020-07-26,2023-07-26,BLOCKED
CA02873,AC06040,CU02070,2762-9956-3685-5488,DEBIT,2023-11-30,2027-11-30,BLOCKED
CA02874,AC06645,CU00418,7395-9922-6970-0324,DEBIT,2025-08-04,2030-08-04,BLOCKED
CA02875,AC02591,CU01818,9400-9839-6448-7442,DEBIT,2023-11-10,2028-11-10,BLOCKED
CA02876,AC06834,CU00194,1275-5845-4588-5313,DEBIT,2021-03-01,2026-03-01,ACTIVE
CA02877,AC06986,CU02731,0992-3332-1485-1399,DEBIT,2024-07-08,2028-07-08,EXPIRED
CA02878,AC03596,CU00402,0890-0205-8617-1471,DEBIT,2022-01-09,2027-01-09,BLOCKED
CA02879,AC07029,CU02236,2735-8039-5699-0981,DEBIT,2024-02-20,2029-02-20,EXPIRED
CA02880,AC01226,CU02019,9453-8548-1904-5440,CREDIT,2022-02-25,2025-02-25,EXPIRED
CA02881,AC00600,CU00116,0852-1310-3235-3033,CREDIT,2024-11-12,2029-11-12,BLOCKED
CA02882,AC03154,CU04395,2397-3319-4794-5334,DEBIT,2024-12-10,2029-12-10,BLOCKED
CA02883,AC04218,CU03337,6889-9519-4327-3687,CREDIT,2023-05-25,2027-05-25,ACTIVE
CA02884,AC00408,CU02348,6235-7668-9269-6719,DEBIT,2020-07-01,2024-07-01,ACTIVE
CA02885,AC07127,CU01215,6655-2309-6212-2316,DEBIT,2020-12-31,2025-12-31,BLOCKED
CA02886,AC05588,CU04718,5349-6975-8812-9119,CREDIT,2020-03-12,2025-03-12,ACTIVE
CA02887,AC03804,CU04018,0246-1609-8083-9098,DEBIT,2023-06-14,2026-06-14,BLOCKED
CA02888,AC02037,CU02445,6111-2295-2543-1943,DEBIT,2025-10-04,2030-10-04,BLOCKED
CA02889,AC06691,CU04658,7590-5222-2174-3480,CREDIT,2024-02-12,2027-02-12,ACTIVE
CA02890,AC00003,CU00850,5023-4528-4415-4782,CREDIT,2022-02-15,2025-02-15,ACTIVE
CA02891,AC02886,CU03765,2058-9822-6318-2145,CREDIT,2023-10-13,2028-10-13,ACTIVE
CA02892,AC05783,CU01735,2035-5345-5853-3596,CREDIT,2022-03-24,2027-03-24,ACTIVE
CA02893,AC06432,CU03271,7353-9942-8639-0180,CREDIT,2023-01-13,2028-01-13,BLOCKED
CA02894,AC00116,CU00167,9098-4965-8855-1350,DEBIT,2020-07-30,2024-07-30,BLOCKED
CA02895,AC06502,CU01621,4154-3949-6186-0802,CREDIT,2023-06-16,2026-06-16,ACTIVE
CA02896,AC01172,CU04143,9860-3124-3159-7684,CREDIT,2021-10-10,2025-10-10,EXPIRED
CA02897,AC00739,CU02026,3219-4483-7998-4811,CREDIT,2024-05-04,2027-05-04,EXPIRED
CA02898,AC07530,CU01252,0123-9151-9596-4659,DEBIT,2021-01-17,2024-01-17,BLOCKED
CA02899,AC05441,CU03755,0980-9464-9900-5333,CREDIT,2024-12-18,2028-12-18,EXPIRED
CA02900,AC00073,CU03322,8537-2829-1898-8883,CREDIT,2022-03-11,2026-03-11,EXPIRED
CA02901,AC07196,CU01757,9670-2626-5054-9634,DEBIT,2022-06-12,2026-06-12,EXPIRED
CA02902,AC06759,CU00253,3427-9648-2647-5836,CREDIT,2020-08-06,2023-08-06,ACTIVE
CA02903,AC02560,CU00154,6973-9580-0947-5044,DEBIT,2022-10-20,2026-10-20,ACTIVE
CA02904,AC06898,CU00056,8697-5279-8581-8669,DEBIT,2024-06-23,2027-06-23,EXPIRED
CA02905,AC06085,CU02651,6041-0515-0963-5742,DEBIT,2022-02-03,2025-02-03,EXPIRED
CA02906,AC04666,CU00606,7838-0676-8456-0577,DEBIT,2023-05-17,2027-05-17,ACTIVE
CA02907,AC06060,CU02761,1139-9916-0516-7734,CREDIT,2023-04-05,2028-04-05,ACTIVE
CA02908,AC06033,CU00809,7005-8747-7841-8816,CREDIT,2024-04-26,2027-04-26,EXPIRED
CA02909,AC06715,CU00540,4734-1852-4919-7262,CREDIT,2021-07-11,2026-07-11,BLOCKED
CA02910,AC06594,CU04799,3051-1686-1480-8888,CREDIT,2022-06-03,2026-06-03,ACTIVE
CA02911,AC05040,CU01254,3384-2091-1431-5852,DEBIT,2023-02-02,2026-02-02,ACTIVE
CA02912,AC04412,CU02525,0739-8620-5006-7896,DEBIT,2024-05-31,2028-05-31,EXPIRED
CA02913,AC02289,CU03303,4553-4530-5882-6011,CREDIT,2025-06-30,2030-06-30,ACTIVE
CA02914,AC01068,CU02587,5008-1119-3086-1166,CREDIT,2021-07-29,2024-07-29,BLOCKED
CA02915,AC00548,CU01518,7740-2935-8406-7479,DEBIT,2021-09-28,2026-09-28,BLOCKED
CA02916,AC00016,CU03177,3598-5551-2521-2797,CREDIT,2025-12-26,2029-12-26,EXPIRED
CA02917,AC07557,CU02649,6259-3221-5870-7719,CREDIT,2021-11-28,2024-11-28,EXPIRED
CA02918,AC05716,CU03394,4470-0874-0206-0381,CREDIT,2024-02-27,2027-02-27,EXPIRED
CA02919,AC07416,CU00891,9191-4698-3347-2052,CREDIT,2021-04-03,2025-04-03,ACTIVE
CA02920,AC00977,CU04571,6879-1611-3286-4014,CREDIT,2024-12-20,2028-12-20,EXPIRED
CA02921,AC01423,CU02210,2637-6496-9494-8328,DEBIT,2022-01-24,2027-01-24,BLOCKED
CA02922,AC05056,CU04481,7902-2192-4810-8540,DEBIT,2023-02-04,2028-02-04,BLOCKED
CA02923,AC04559,CU02873,2519-3629-4525-1840,DEBIT,2023-02-18,2027-02-18,BLOCKED
CA02924,AC07717,CU00501,9489-0837-0211-3300,DEBIT,2020-09-24,2023-09-24,EXPIRED
CA02925,AC07966,CU04051,9730-7629-6026-2422,DEBIT,2022-12-31,2025-12-31,BLOCKED
CA02926,AC04024,CU04980,5318-0096-2386-4662,CREDIT,2025-05-02,2030-05-02,BLOCKED
CA02927,AC05769,CU01797,8287-8948-4240-0917,DEBIT,2022-08-04,2027-08-04,ACTIVE
CA02928,AC01327,CU01156,7769-2652-4045-8402,CREDIT,2021-05-17,2025-05-17,BLOCKED
CA02929,AC01980,CU01491,9027-3390-9980-9956,CREDIT,2022-06-26,2026-06-26,EXPIRED
CA02930,AC07111,CU00853,5530-3872-7635-9086,DEBIT,2020-04-28,2023-04-28,BLOCKED
CA02931,AC06902,CU04040,0841-8197-7367-3082,DEBIT,2021-12-16,2026-12-16,EXPIRED
CA02932,AC04431,CU04514,6169-4960-5752-7789,CREDIT,2025-05-15,2030-05-15,BLOCKED
CA02933,AC06164,CU01951,7746-8858-1591-9301,DEBIT,2025-05-03,2029-05-03,BLOCKED
CA02934,AC01161,CU04656,6507-0484-7936-9892,CREDIT,2021-05-24,2026-05-24,ACTIVE
CA02935,AC05531,CU04459,8793-7257-5556-8899,DEBIT,2021-07-23,2026-07-23,BLOCKED
CA02936,AC02915,CU01443,7189-7700-8896-9723,DEBIT,2025-12-15,2029-12-15,BLOCKED
CA02937,AC05259,CU01698,4589-8274-3490-4704,DEBIT,2025-03-16,2029-03-16,ACTIVE
CA02938,AC02029,CU01755,1988-2108-2279-3229,CREDIT,2025-06-18,2030-06-18,BLOCKED
CA02939,AC02201,CU03922,2847-3799-6529-3238,DEBIT,2023-05-24,2027-05-24,BLOCKED
CA02940,AC01768,CU00842,7010-4622-1938-3062,DEBIT,2020-01-07,2024-01-07,BLOCKED
CA02941,AC07794,CU02051,7606-4761-2131-0858,DEBIT,2021-02-16,2024-02-16,EXPIRED
CA02942,AC05012,CU03120,5551-5060-5758-4369,DEBIT,2020-03-19,2025-03-19,ACTIVE
CA02943,AC05373,CU00274,9116-4165-0680-2296,DEBIT,2022-10-09,2027-10-09,BLOCKED
CA02944,AC03345,CU02153,4964-4027-1763-6666,DEBIT,2021-10-14,2026-10-14,BLOCKED
CA02945,AC03260,CU01407,7894-9607-2812-1091,DEBIT,2022-06-07,2025-06-07,ACTIVE
CA02946,AC01064,CU02556,7788-7949-4282-9257,CREDIT,2025-09-27,2029-09-27,ACTIVE
CA02947,AC03425,CU02463,4130-6323-6853-7357,DEBIT,2020-08-23,2025-08-23,ACTIVE
CA02948,AC07277,CU03542,4733-1480-9808-2064,CREDIT,2021-11-25,2024-11-25,EXPIRED
CA02949,AC02456,CU04984,5292-5320-8762-4653,DEBIT,2021-09-26,2024-09-26,ACTIVE
CA02950,AC07769,CU01460,3330-0344-7501-8578,CREDIT,2023-08-05,2027-08-05,BLOCKED
CA02951,AC05356,CU03750,2925-6530-9176-1996,CREDIT,2021-08-09,2024-08-09,EXPIRED
CA02952,AC03160,CU04863,8566-9865-6077-2322,DEBIT,2021-01-05,2024-01-05,EXPIRED
CA02953,AC01349,CU01858,2430-4468-5720-7608,DEBIT,2022-12-23,2027-12-23,BLOCKED
CA02954,AC01923,CU04113,1732-8327-6255-9588,CREDIT,2021-03-27,2026-03-27,EXPIRED
CA02955,AC05696,CU04785,1558-8838-8894-1354,DEBIT,2025-08-06,2028-08-06,EXPIRED
CA02956,AC00703,CU04207,2132-2715-6516-7381,CREDIT,2021-04-04,2024-04-04,ACTIVE
CA02957,AC04728,CU03760,6997-0447-3909-2189,CREDIT,2023-11-06,2028-11-06,ACTIVE
CA02958,AC06387,CU04464,1364-3830-5234-7508,CREDIT,2020-08-19,2024-08-19,BLOCKED
CA02959,AC06475,CU01199,4734-9120-5116-4181,DEBIT,2025-07-10,2029-07-10,BLOCKED
CA02960,AC05377,CU01516,5587-3949-2434-0309,CREDIT,2023-07-13,2028-07-13,ACTIVE
CA02961,AC02900,CU02114,8701-2958-5993-1480,DEBIT,2023-10-25,2027-10-25,BLOCKED
CA02962,AC06519,CU02254,7531-0348-3899-6014,CREDIT,2022-11-10,2025-11-10,BLOCKED
CA02963,AC07986,CU03472,5973-1666-6096-4906,DEBIT,2024-03-30,2027-03-30,BLOCKED
CA02964,AC04245,CU03086,9877-1597-2114-8033,CREDIT,2024-10-22,2028-10-22,EXPIRED
CA02965,AC07764,CU04398,1171-7434-8173-9996,DEBIT,2025-08-01,2029-08-01,ACTIVE
CA02966,AC04226,CU02833,8297-7502-9072-1127,CREDIT,2022-09-30,2026-09-30,ACTIVE
CA02967,AC04407,CU00994,6650-3189-4770-9889,CREDIT,2025-03-31,2029-03-31,EXPIRED
CA02968,AC07424,CU02336,8517-0063-6641-6449,DEBIT,2023-07-02,2028-07-02,EXPIRED
CA02969,AC00773,CU00687,8962-2338-3024-4882,CREDIT,2025-04-03,2030-04-03,BLOCKED
CA02970,AC06243,CU03449,8520-4480-7072-9554,DEBIT,2021-08-27,2024-08-27,ACTIVE
CA02971,AC04447,CU04604,1139-2380-8952-1079,DEBIT,2024-05-07,2029-05-07,BLOCKED
CA02972,AC03524,CU02677,0181-0771-8399-1073,DEBIT,2023-05-02,2027-05-02,EXPIRED
CA02973,AC01315,CU04973,9289-9467-3981-5762,CREDIT,2021-12-21,2024-12-21,BLOCKED
CA02974,AC05524,CU02071,2303-3131-3495-5464,DEBIT,2025-09-08,2030-09-08,ACTIVE
CA02975,AC02732,CU03621,1988-3685-4724-2861,DEBIT,2025-02-23,2028-02-23,ACTIVE
CA02976,AC02033,CU00187,1782-7592-7312-9194,DEBIT,2023-02-20,2026-02-20,EXPIRED
CA02977,AC00370,CU01152,3081-4882-4590-3232,CREDIT,2025-05-10,2029-05-10,ACTIVE
CA02978,AC06921,CU02606,4435-6854-4582-3478,CREDIT,2020-05-12,2023-05-12,BLOCKED
CA02979,AC02679,CU02794,8885-7219-0908-3070,CREDIT,2025-01-14,2029-01-14,ACTIVE
CA02980,AC07902,CU00273,4290-7285-0988-7909,CREDIT,2024-07-03,2028-07-03,ACTIVE
CA02981,AC06563,CU00008,0414-8741-9663-6004,DEBIT,2025-12-21,2028-12-21,BLOCKED
CA02982,AC00564,CU01253,9509-8337-6332-7009,DEBIT,2021-10-28,2026-10-28,EXPIRED
CA02983,AC07699,CU02355,8469-5875-2441-3201,CREDIT,2020-07-09,2023-07-09,BLOCKED
CA02984,AC05758,CU04637,3449-1654-5180-6947,CREDIT,2025-12-05,2029-12-05,ACTIVE
CA02985,AC06532,CU03024,8510-0946-5421-8075,CREDIT,2021-04-23,2026-04-23,ACTIVE
CA02986,AC01523,CU02278,5158-7305-6221-3837,CREDIT,2021-03-18,2026-03-18,ACTIVE
CA02987,AC02229,CU03971,7234-6738-1706-8515,CREDIT,2022-06-23,2027-06-23,ACTIVE
CA02988,AC02909,CU03478,6730-6289-6943-1668,DEBIT,2025-10-08,2030-10-08,EXPIRED
CA02989,AC04887,CU02335,0450-2126-0215-0465,CREDIT,2025-01-19,2028-01-19,EXPIRED
CA02990,AC04638,CU03106,0479-6009-7915-5355,CREDIT,2022-05-31,2025-05-31,EXPIRED
CA02991,AC06625,CU01783,8492-0461-0451-1069,CREDIT,2025-01-17,2028-01-17,ACTIVE
CA02992,AC03583,CU02507,2143-8186-8972-1814,CREDIT,2024-04-05,2028-04-05,EXPIRED
CA02993,AC02042,CU00376,6407-0021-9571-7855,CREDIT,2024-03-29,2028-03-29,EXPIRED
CA02994,AC02296,CU04289,3973-7009-0479-2187,DEBIT,2020-09-09,2024-09-09,BLOCKED
CA02995,AC04529,CU00720,9720-3731-5893-2879,DEBIT,2021-11-02,2026-11-02,BLOCKED
CA02996,AC00650,CU01417,2572-6685-7105-2956,DEBIT,2025-09-29,2030-09-29,BLOCKED
CA02997,AC06423,CU04352,3457-9329-8717-7416,DEBIT,2023-12-14,2027-12-14,ACTIVE
CA02998,AC03443,CU00014,9808-7247-1725-0658,DEBIT,2022-10-11,2026-10-11,BLOCKED
CA02999,AC04390,CU03806,5017-8300-4159-1158,CREDIT,2020-08-13,2024-08-13,EXPIRED
CA03000,AC07080,CU04672,1263-7536-6394-7386,DEBIT,2022-07-01,2025-07-01,EXPIRED
CA03001,AC03947,CU04205,5948-8789-0827-8653,CREDIT,2023-06-13,2026-06-13,EXPIRED
CA03002,AC03656,CU01007,7023-9787-0377-6801,CREDIT,2020-03-19,2025-03-19,EXPIRED
CA03003,AC02812,CU02155,5905-9440-9620-8915,CREDIT,2021-10-17,2025-10-17,BLOCKED
CA03004,AC06280,CU02634,3986-1764-3226-6237,CREDIT,2024-05-09,2028-05-09,EXPIRED
CA03005,AC05087,CU01755,7441-3766-0216-2633,CREDIT,2023-07-18,2028-07-18,EXPIRED
CA03006,AC01776,CU04625,5364-0024-8113-9222,CREDIT,2021-04-04,2024-04-04,ACTIVE
CA03007,AC06190,CU00370,8429-6699-1226-0191,DEBIT,2025-12-15,2029-12-15,ACTIVE
CA03008,AC06351,CU00414,2095-6321-5534-5051,DEBIT,2025-10-30,2030-10-30,BLOCKED
CA03009,AC01765,CU04159,1161-6957-7678-4196,CREDIT,2025-12-08,2030-12-08,ACTIVE
CA03010,AC00002,CU04451,8626-8763-0092-0346,CREDIT,2022-01-04,2025-01-04,EXPIRED
CA03011,AC00805,CU01885,3226-4816-1884-2376,DEBIT,2025-04-12,2030-04-12,EXPIRED
CA03012,AC03397,CU02396,5169-6684-4329-8470,DEBIT,2021-04-30,2024-04-30,BLOCKED
CA03013,AC07666,CU03681,6047-6146-0711-3645,DEBIT,2020-03-30,2025-03-30,BLOCKED
CA03014,AC03475,CU04184,8051-6659-3272-9593,DEBIT,2023-12-16,2026-12-16,ACTIVE
CA03015,AC00549,CU04969,0352-5407-2325-1448,DEBIT,2020-12-24,2023-12-24,EXPIRED
CA03016,AC07101,CU03103,7054-8002-1668-5778,DEBIT,2022-12-13,2027-12-13,EXPIRED
CA03017,AC06942,CU00896,6132-7081-2564-7706,DEBIT,2022-02-22,2027-02-22,ACTIVE
CA03018,AC07643,CU03765,1160-8698-2487-4158,DEBIT,2023-08-01,2027-08-01,ACTIVE
